,Dataset,Delta,BCE,AccAim,F1Aim,F.5Aim,F2Aim,GAim,BAim
F1,S,0.5324,0.4807,0.5903,0.6222,0.5763,0.6099,0.5937,0.6269
F.5,94,0.6709,0.6267,0.7304,0.6092,0.7316,0.5858,0.5687,0.6129
F2,C,0.4461,0.3905,0.4959,0.6363,0.4763,0.6367,0.6286,0.6423
Gmean,S,0.6184,0.5548,0.6646,0.7744,0.6497,0.7757,0.7692,0.7785
B_Acc,V,0.6959,0.6691,0.7187,0.7877,0.7094,0.7873,0.7819,0.7912
,Dataset,Delta,BCE,AccAim,F1Aim,F.5Aim,F2Aim,GAim,BAim
Acc,D,0.7774,0.7894,0.8101,0.7863,0.8083,0.7672,0.7618,0.7754
F1,S,0.6229,0.6386,0.6843,0.6979,0.6713,0.6941,0.6897,0.6966
F.5,95,0.6214,0.641,0.6745,0.6354,0.6729,0.6107,0.6048,0.622
F2,C,0.6256,0.6369,0.6951,0.7754,0.6705,0.804,0.8026,0.7923
Gmean,S,0.7252,0.7359,0.7745,0.7996,0.7609,0.8002,0.7963,0.8002
B_Acc,V,0.7337,0.7446,0.7788,0.8016,0.768,0.8058,0.8025,0.804
,Dataset,Delta,BCE,AccAim,F1Aim,F.5Aim,F2Aim,GAim,BAim
Acc,D,0.9569,0.9543,0.9664,0.9598,0.9647,0.9545,0.9269,0.9443
F1,S,0.7491,0.7396,0.819,0.7892,0.8057,0.7845,0.7178,0.7605
F.5,96,0.8437,0.8187,0.8703,0.8209,0.8718,0.7747,0.6411,0.7126
F2,C,0.6741,0.6757,0.7737,0.7614,0.7493,0.7955,0.8172,0.817
Gmean,S,0.792,0.7945,0.8598,0.8543,0.843,0.8835,0.9154,0.9057
B_Acc,V,0.813,0.8148,0.8689,0.8645,0.8546,0.8876,0.9158,0.9073
,Dataset,Delta,BCE,AccAim,F1Aim,F.5Aim,F2Aim,GAim,BAim
Acc,D,0.9902,0.9941,0.9956,0.9972,0.9948,0.9948,0.9927,0.994
F1,S,0.9511,0.9708,0.978,0.9859,0.9742,0.9746,0.9653,0.9702
F.5,97,0.9611,0.9766,0.9817,0.988,0.9832,0.9783,0.9632,0.9693
F2,C,0.9415,0.9651,0.9744,0.9838,0.9655,0.9709,0.968,0.9712
Gmean,S,0.9653,0.9794,0.985,0.9906,0.9791,0.983,0.9826,0.9841
B_Acc,V,0.9659,0.9796,0.9851,0.9906,0.9793,0.9832,0.9827,0.9842
,Dataset,Delta,BCE,AccAim,F1Aim,F.5Aim,F2Aim,GAim,BAim
Acc,D,0.9983,1,1,1,1,1,1,1
F1,S,0.9949,1,1,1,1,1,1,1
F.5,98,0.9921,1,1,1,1,1,1,1
F2,C,0.9979,1,1,1,1,1,1,1
Gmean,S,0.999,1,1,1,1,1,1,1
B_Acc,V,0.999,1,1,1,1,1,1,1
,Dataset,Delta,BCE,AccAim,F1Aim,F.5Aim,F2Aim,GAim,BAim
Acc,D,1,1,1,1,1,1,1,1
F1,S,1,1,1,1,1,1,1,1
F.5,99,1,1,1,1,1,1,1,1
F2,C,1,1,1,1,1,1,1,1
Gmean,S,1,1,1,1,1,1,1,1
B_Acc,V,1,1,1,1,1,1,1,1
,Dataset,Delta,BCE,AccAim,F1Aim,F.5Aim,F2Aim,GAim,BAim
Acc,D,0.8895,0.8895,0.8901,0.6957,0.7766,0.697,0.5653,0.6744
F1,S,0,0,0.01753,0.3505,0.3166,0.3364,0.3124,0.3418
F.5,100,0,0,0.04085,0.2669,0.2652,0.2571,0.2249,0.2571
F2,C,0,0,0.01117,0.5112,0.3949,0.4865,0.5119,0.5104
Gmean,S,0,0,0.06497,0.7134,0.6176,0.6949,0.6832,0.7106
B_Acc,V,0.5,0.5,0.5043,0.7145,0.6445,0.6955,0.7088,0.7127
,Dataset,Delta,BCE,AccAim,F1Aim,F.5Aim,F2Aim,GAim,BAim
Acc,D,0.9319,0.9317,0.9304,0.8452,0.904,0.8768,0.6522,0.8105
F1,S,0.04807,0.03147,0.07758,0.3035,0.2655,0.2745,0.2304,0.2647
F.5,101,0.1023,0.07028,0.1447,0.2485,0.2772,0.2499,0.1638,0.2069
F2,C,0.03144,0.02028,0.05314,0.3928,0.2593,0.3102,0.39,0.3682
Gmean,S,0.1383,0.1056,0.1922,0.6523,0.49,0.5554,0.6866,0.643
B_Acc,V,0.512,0.5077,0.5197,0.6821,0.605,0.6312,0.694,0.6669
,Dataset,Delta,BCE,AccAim,F1Aim,F.5Aim,F2Aim,GAim,BAim
Acc,D,0.9137,0.9159,0.9183,0.9104,0.9092,0.8851,0.879,0.8972
F1,S,0.8517,0.8551,0.8579,0.8552,0.8321,0.8299,0.8234,0.8443
F.5,102,0.8716,0.8767,0.8858,0.8443,0.8945,0.7812,0.7696,0.8043
F2,C,0.8328,0.8346,0.8319,0.8666,0.7782,0.8851,0.8854,0.8888
Gmean,S,0.8848,0.8865,0.8861,0.8998,0.8548,0.8962,0.8932,0.9037
B_Acc,V,0.8874,0.8892,0.8892,0.9002,0.863,0.8968,0.8941,0.904
,Dataset,Delta,BCE,AccAim,F1Aim,F.5Aim,F2Aim,GAim,BAim
Acc,D,0.932,0.9351,0.9342,0.9342,0.9266,0.9059,0.9089,0.918
F1,S,0.8841,0.8901,0.888,0.89,0.8667,0.8572,0.8621,0.8722
F.5,103,0.9005,0.9027,0.904,0.8966,0.9207,0.8172,0.8217,0.8436
F2,C,0.8684,0.8779,0.8726,0.8835,0.8187,0.9015,0.907,0.903
Gmean,S,0.9095,0.9154,0.9125,0.9178,0.8823,0.9135,0.9173,0.9199
B_Acc,V,0.9111,0.9166,0.914,0.9187,0.8878,0.9138,0.9177,0.9199
,Dataset,Delta,BCE,AccAim,F1Aim,F.5Aim,F2Aim,GAim,BAim
Acc,D,0.8209,0.8212,0.8204,0.7989,0.8176,0.7709,0.7671,0.7762
F1,S,0.695,0.6989,0.7031,0.7202,0.6928,0.6996,0.701,0.7084
F.5,104,0.7192,0.7178,0.7148,0.6663,0.7126,0.6303,0.625,0.636
F2,C,0.6728,0.6812,0.6922,0.7839,0.6745,0.7869,0.7983,0.7998
Gmean,S,0.767,0.7716,0.7769,0.8078,0.7666,0.7918,0.7935,0.8
B_Acc,V,0.7764,0.7796,0.7833,0.8084,0.7751,0.7951,0.7981,0.8035
,Dataset,Delta,BCE,AccAim,F1Aim,F.5Aim,F2Aim,GAim,BAim
Acc,D,0.9646,0.9815,0.9845,0.9824,0.9809,0.9778,0.9748,0.9777
F1,S,0.8876,0.9425,0.9522,0.9456,0.9388,0.9349,0.9272,0.9345
F.5,105,0.9026,0.9467,0.9535,0.9463,0.9602,0.9099,0.8946,0.9099
F2,C,0.8734,0.9387,0.9511,0.9451,0.9187,0.9615,0.9625,0.9606
Gmean,S,0.9221,0.9628,0.9705,0.9669,0.9495,0.9787,0.9799,0.9782
B_Acc,V,0.9241,0.9632,0.9708,0.9673,0.9506,0.9788,0.98,0.9782
